painter_id,wikipedia_slug,painter_name,summary,url
3011,Pieter_Brueghel_the_Younger,Pieter Brueghel the Younger,"Pieter Brueghel (also Bruegel or Breughel) the Younger (, also US: ; Dutch: [ˈpitər ˈbrøːɣəl] ; between 23 May and 10 October 1564 – 1637/38) was a Flemish painter known for numerous copies after his father Pieter Bruegel the Elder's work, as well as original compositions and Bruegelian pastiches. The large output of his studio (some 1,400 pictures exist with plausible links to Brueghel and his shop), which produced for the local and export market, contributed to the international spread of his father's imagery.
Traditionally Pieter Brueghel the Younger has been nicknamed ""de helse Brueghel"" or ""Hellish Brueghel"" because it was believed he was the author of several paintings with fantastic depictions of fire and grotesque imagery.  These paintings have now been attributed to his brother Jan Brueghel the Elder.",https://en.wikipedia.org/wiki/Pieter_Brueghel_the_Younger
3012,Pieter_Claesz,Pieter Claesz,Pieter Claesz (c. 1597 – 1 January 1660) was a Dutch Golden Age painter of still lifes.,https://en.wikipedia.org/wiki/Pieter_Claesz
3013,Pieter_Codde,Pieter Codde,"Pieter Jacobsz Codde (December 11, 1599 – October 12, 1678) was a Dutch painter of genre works, guardroom scenes and portraits.",https://en.wikipedia.org/wiki/Pieter_Codde
3014,Pieter_Cornelisz_van_Slingelandt,Pieter Cornelisz van Slingelandt,Pieter Cornelisz van Slingelandt (20 October 1640 – 7 November 1691) was a Dutch Golden Age portrait painter who had been a pupil of Gerard Dou and is known as one of Leiden's fijnschilders.,https://en.wikipedia.org/wiki/Pieter_Cornelisz_van_Slingelandt
3015,Pieter_de_Bloot,Pieter de Bloot,"Pieter de Bloot (1601 – c. 6 November 1658) was a Dutch painter.
De Bloot, who was born and died in Rotterdam, primarily painted landscapes and genre works, especially of countryside views and peasant subjects. He also periodically painted religious subjects. Between 1624 and 1630 de Bloot was married three times, since his first two wives died only a few months after their weddings. De Bloot died in 1658.",https://en.wikipedia.org/wiki/Pieter_de_Bloot
3016,Pieter_de_Grebber,Pieter de Grebber,Pieter Fransz de Grebber (c.1600–1652/3) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Pieter_de_Grebber
3017,Pieter_de_Hooch,Pieter de Hooch,"Pieter de Hooch (Dutch: [ˈpitər də ɦoːx], also spelled ""Hoogh"" or ""Hooghe""; 20 December 1629 (baptized) – after 1683), was a Dutch Golden Age painter famous for his genre works of quiet domestic scenes with an open doorway.  He was a contemporary, in the Delft Guild of St. Luke, of Jan Vermeer with whom his work shares themes and style. De Hooch was first recorded in Delft on 5 August 1652, when he and another painter, Hendrick van der Burch witnessed the signing of a will. He was active in 1683, but his date of death is unknown (his son Pieter died in 1684, a date often wrongly given for the father).",https://en.wikipedia.org/wiki/Pieter_de_Hooch
3018,Pieter_de_Ring,Pieter de Ring,"Pieter de Ring, or Ryng (1615/1620 – 22 September 1660) was a Dutch Golden Age painter, famous for his opulent, flashy still lifes or banquet pieces with fruit, a lobster, a goblet, shrimps, oysters, a rug and Chinese porcelain. His signature is often a painted ring or with the Latinised form of his name, P.Ab.Annulo.",https://en.wikipedia.org/wiki/Pieter_de_Ring
3019,Pieter_Franciscus_Dierckx,Pieter Franciscus Dierckx,Pieter Franciscus Dierckx (29 May 1862 – 4 September 1950) was a Belgian impressionist painter.,https://en.wikipedia.org/wiki/Pieter_Franciscus_Dierckx
3020,Pieter_Huys,Pieter Huys,"Pieter Huys (c.1519 – c.1584) was a Flemish Renaissance painter.
He is known of his early life, and though he was mostly active in Antwerp, his place of birth and death is not certain. He became a master in the Antwerp Guild of St. Luke in 1545, and his last dated work is from 1577. He is known as a follower of Jheronimus Bosch.",https://en.wikipedia.org/wiki/Pieter_Huys
3021,Pieter_Janssens_Elinga,Pieter Janssens Elinga,"Pieter Janssens Elinga (1623–1682) was a Dutch Golden Age painter, mainly of domestic interior scenes with a strong emphasis on the rectangular geometrical elements of windows, floor tiling paintings, and other elements, and a few genre figures.  He also painted still lifes.",https://en.wikipedia.org/wiki/Pieter_Janssens_Elinga
3022,Pieter_Jansz_Quast,Pieter Quast,"Pieter Jansz. Quast (bap. 17 April 1605 – buried 29 May 1647) was a Dutch Golden Age painter, draughtsman of portraits and sculptor.",https://en.wikipedia.org/wiki/Pieter_Quast
3023,Pieter_Jansz_Saenredam,Pieter Jansz. Saenredam,"Pieter Jansz. Saenredam (9 June 1597 – buried 31 May 1665) was a painter of the Dutch Golden Age, known for his distinctive paintings of whitewashed church interiors such as Interior of St Bavo's Church in Haarlem (1636) and Interior of the Sint-Odulphuskerk in Assendelft.",https://en.wikipedia.org/wiki/Pieter_Jansz._Saenredam
3024,Pieter_Jansz_van_Asch,Pieter Jansz van Asch,Pieter Jansz van Asch (1603 – 6 June 1678 (buried)) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Pieter_Jansz_van_Asch
3025,Pieter_Lastman,Pieter Lastman,"Pieter Lastman (1583–1633) was a Dutch painter.[1] Lastman is considered important because of his work as a painter of history pieces and because his pupils included Rembrandt and Jan Lievens. In his paintings Lastman paid careful attention to the faces, hands and feet.",https://en.wikipedia.org/wiki/Pieter_Lastman
3026,Pieter_Mulier_II,Pieter Mulier II,"Cavalier Pietro Tempesta, or Pieter Mulier II (1637 – 29 June 1701) was a Dutch Golden Age painter active in Italy.",https://en.wikipedia.org/wiki/Pieter_Mulier_II
3027,Pieter_Mulier_the_Elder,Pieter Mulier the Elder,"Pieter Mulier I (ca.1610, Haarlem – 1659, Haarlem), was a Dutch Golden Age painter.",https://en.wikipedia.org/wiki/Pieter_Mulier_the_Elder
3028,Pieter_van_Anraedt,Pieter van Anraedt,Pieter van Anraedt (c.1635 – 13 April 1678) was a Dutch Golden Age painter of history scenes and portraits.,https://en.wikipedia.org/wiki/Pieter_van_Anraedt
3029,Pieter_van_der_Werff,Pieter van der Werff,"Pieter van der Werff (1665 – 26 September 1722) was a Dutch Golden Age painter. He assisted his older brother, Adriaen van der Werff.",https://en.wikipedia.org/wiki/Pieter_van_der_Werff
3030,Pieter_van_Laer,Pieter van Laer,"Pieter Bodding van Laer (christened 14 December 1599, in Haarlem – 1641 or later) was a Dutch painter and printmaker.  He was active in Rome for over a decade and was known for genre scenes, animal paintings and landscapes placed in the environs of Rome.
Pieter van Laer was an active member of the association of Flemish and Dutch artists in Rome known as the Bentvueghels.  His nickname in this group (""bent name"") was Il Bamboccio.  The style of genre painting he introduced was followed by other Northern and Italian painters.  These followers became known as the Bamboccianti and a painting in this style as a Bambocciata (plural: Bambocciate).",https://en.wikipedia.org/wiki/Pieter_van_Laer
3031,Pietro_da_Cortona,Pietro da Cortona,"Pietro da Cortona (Italian: [ˈpjɛːtro da (k)korˈtoːna]; 1 November 1596 or 1597 – 16 May 1669) was an Italian Baroque painter and architect. Along with his contemporaries and rivals Gian Lorenzo Bernini and Francesco Borromini, he was one of the key figures in the emergence of Roman Baroque architecture. He was also an important designer of interior decorations.
He was born Pietro Berrettini, but is primarily known by the name of his native town of Cortona in Tuscany. He worked mainly in Rome and Florence. He is best known for his frescoed ceilings such as the vault of the salone or main salon of the Palazzo Barberini in Rome and carried out extensive painting and decorative schemes for the Medici family in Florence and for the Oratorian fathers at the church of Santa Maria in Vallicella in Rome.  He also painted numerous canvases. Only a limited number of his architectural projects were built but nonetheless they are as distinctive and as inventive as those of his rivals.",https://en.wikipedia.org/wiki/Pietro_da_Cortona
3032,Pietro_Faccini,Pietro Faccini,"Pietro Faccini or Facini (1562–1602), was an Italian painter, draughtsman and printmaker. He was active near his birthplace of Bologna working in a style bridging Mannerism and the nascent Baroque.",https://en.wikipedia.org/wiki/Pietro_Faccini
3033,Pietro_Longhi,Pietro Longhi,Pietro Longhi (5 November 1701 – 8 May 1785) was a Venetian painter of contemporary genre scenes of life.,https://en.wikipedia.org/wiki/Pietro_Longhi
3034,Pietro_Lorenzetti,Pietro Lorenzetti,"Pietro Lorenzetti (Italian: [ˈpjɛːtro lorenˈtsetti]; c. 1280 – 1348) or Pietro Laurati was an Italian painter, active between c. 1306 and 1345. Together with his younger brother Ambrogio, he introduced naturalism into Sienese art. In their artistry and experiments with three-dimensional and spatial arrangements, the brothers foreshadowed the art of the Renaissance.",https://en.wikipedia.org/wiki/Pietro_Lorenzetti
3035,Pietro_Perugino,Pietro Perugino,"Pietro Perugino (US:  PERR-ə-JEE-noh, -⁠oo-, Italian: [ˈpjɛːtro peruˈdʒiːno]; born Pietro Vannucci or Pietro Vanucci; c. 1446/1452 – 1523), an Italian Renaissance painter of the Umbrian school, developed some of the qualities that found classic expression in the High Renaissance. Raphael became his most famous pupil.",https://en.wikipedia.org/wiki/Pietro_Perugino
3036,Pietro_Testa,Pietro Testa,Pietro Testa (1611–1650) was an Italian High Baroque artist active in Rome. He is best known as a printmaker and draftsman.,https://en.wikipedia.org/wiki/Pietro_Testa
3037,Pinchus_Kremegne,Pinchus Kremegne,"Pinchus Krémègne, aka Pinchus Kremegne (Hebrew: פנחס קרמין; Russian: Пинхус Кремень; 28 July 1890 – 5 April 1981), was a Lithuanian Belarusian Jewish-French artist, primarily known as a sculptor, painter and lithographer.",https://en.wikipedia.org/wiki/Pinchus_Kremegne
3038,Pinturicchio,Pinturicchio,"Pinturicchio, or Pintoricchio (US: , Italian: [pintuˈrikkjo]; born Bernardino di Betto; 1454–1513), also known as Benetto di Biagio or Sordicchio, was an Italian Renaissance painter. He acquired his nickname (meaning ""little painter"") because of his small stature and he used it to sign some of his artworks that were created during the fifteenth and sixteenth centuries.",https://en.wikipedia.org/wiki/Pinturicchio
3039,Piotr_Michałowski,Piotr Michałowski,"Piotr Michałowski (July 2, 1800 – June 9, 1855) was a Polish painter of the Romantic period, especially known for his many portraits, and oil studies of horses. Broadly educated, he was also a social activist, legal advocate, city administrator and President of the Kraków Agricultural Society (starting in 1853). The Sukiennice Museum, a division of the National Museum in Kraków, contains a room that is named after him and devoted to Michałowski's work.",https://en.wikipedia.org/wiki/Piotr_Micha%C5%82owski
3040,Pisanello,Pisanello,"Pisanello (c. 1380/1395 – c. 1450/1455), born Antonio di Puccio Pisano or Antonio di Puccio da Cereto, also erroneously called Vittore Pisano by Giorgio Vasari, was one of the most distinguished painters of the early Italian Renaissance and Quattrocento. He was acclaimed by poets such as Guarino da Verona and praised by humanists of his time, who compared him to such illustrious names as Cimabue, Phidias and Praxiteles.
Pisanello is known for his resplendent frescoes in large murals, elegant portraits, small easel pictures, and many brilliant drawings such as those in the Codex Vallardi (Louvre). He is the most important commemorative portrait medallist in the first half of the 15th century, and he can claim to have originated this important genre.
He was employed by the Doge of Venice, the Pope in the Vatican and the courts of Verona, Ferrara, Mantua, Milan, Rimini, and by the King of Naples. He stood in high esteem in the Gonzaga and Este families.
Pisanello had many of his works wrongly ascribed to other artists such as Piero della Francesca, Albrecht Dürer and Leonardo da Vinci, to name a few. While most of his paintings have perished, a good many of his drawings and medals have survived.",https://en.wikipedia.org/wiki/Pisanello
3041,Pogus_Caesar,Pogus Caesar,"Dr. Pogus Caesar (born 1953) is a British artist, archivist, author, curator, television producer and director. He was born in St Kitts, West Indies, and grew up in Birmingham, England.",https://en.wikipedia.org/wiki/Pogus_Caesar
3042,Pompeo_Batoni,Pompeo Batoni,"Pompeo Girolamo Batoni (25 January 1708 – 4 February 1787) was an Italian painter who displayed a solid technical knowledge in his portrait work and in his numerous allegorical and mythological pictures. The high number of foreign visitors travelling throughout Italy and reaching Rome during their ""Grand Tour"" led the artist to specialize in portraits.
Batoni won international fame largely thanks to his customers, mostly British of noble origin, whom he portrayed, often with famous Italian landscapes in the background. Such Grand Tour portraits by Batoni were in British private collections, thus ensuring the genre's popularity in Great Britain. One generation later, Sir Joshua Reynolds would take up this tradition and become the leading English portrait painter. Although Batoni was considered the best Italian painter of his time, contemporary chronicles mention his rivalry with Anton Raphael Mengs.
In addition to art-loving nobility, Batoni's subjects included the kings and queens of Poland, Portugal, and Prussia; the Holy Roman Emperors Joseph II and Leopold II (a fact which earned him noble dignity); the popes Benedict XIV, Clement XIII, and Pius VI, Elector Karl Theodor of Bavaria; and many more. He also received numerous commissions for altarpieces for churches (in Rome, Brescia, Lucca and Parma, for example) as well as for mythological and allegorical subjects.
Batoni's style took inspiration and incorporated elements of classical antiquity, French Rococo, Bolognese classicism, and the work of artists such as Nicolas Poussin, Claude Lorrain, and especially Raphael. As such, Pompeo Batoni is considered a precursor of Neoclassicism.",https://en.wikipedia.org/wiki/Pompeo_Batoni
3043,Porfirio_DiDonna,Porfirio DiDonna,Porfirio DiDonna (1942–1986) was a 20th century American artist based in New York City.,https://en.wikipedia.org/wiki/Porfirio_DiDonna
3044,Primrose_Pitman,Primrose Pitman,"Primrose Vera Pitman (1902 – 13 September 1998) was a British artist known for her detailed paintings, etchings and drawings of her native Exeter and Devon.",https://en.wikipedia.org/wiki/Primrose_Pitman
3045,Prince_Hoare_(elder),Prince Hoare (elder),"Prince Hoare (c. 1711 – 5 November 1769) was an English sculptor. ""Prince"" in this instance was a given name, not a royal title.",https://en.wikipedia.org/wiki/Prince_Hoare_(elder)
3046,Prince_Hoare_(younger),Prince Hoare (younger),"Prince Hoare (1755 – 22 December 1834) was an English painter, art critic, dramatist and librettist. ('Prince' is a given name, not a royal title.)  Among many interventions in Britain's art scene around 1800, Hoare was active in the Royal Academy as its Secretary for Foreign Correspondence.",https://en.wikipedia.org/wiki/Prince_Hoare_(younger)
3047,Prudence_Heward,Prudence Heward,"Prudence Heward (July 2, 1896 – March 19, 1947) was a Canadian figure painter, known for using acidic colour, a sculptural treatment, and giving an intense brooding quality to her subjects. She was a charter member of the Canadian Group of Painters, the Contemporary Arts Society and the Federation of Canadian Artists. Although she did not show her work with the Beaver Hall Group, she was allied with many of its artists in her aesthetic aims and through friendships.",https://en.wikipedia.org/wiki/Prudence_Heward
3048,Pu_Hua,Pu Hua,"Pú Huá (Wade–Giles: P'u Hua, traditional: 蒲華, simplified: 蒲华, pinyin: Pú Huá); c. 1834–1911 was a Chinese landscape painter and calligrapher during the Qing Dynasty (1644–1912).",https://en.wikipedia.org/wiki/Pu_Hua
3049,Puru_(artist),Puru (artist),"Puru (Chinese: 溥儒; August 30, 1896 – November 18, 1963), also known as Pu Xinyu 溥心畬, Xinyu being his courtesy name, and Xishan Yishi 西山逸士 (Hermit of West Mountain), which is his sobriquet, was a traditional Chinese painter, calligrapher and nobleman. A member of the Manchu Aisin Gioro clan, the ruling house of the Qing dynasty, he was a cousin to Puyi, the last Emperor of China. It was speculated that Puru would have succeeded to the Chinese throne if Puyi and the Qing government were not overthrown after the 1911 Xinhai Revolution.
Puru was reputed to be as talented as the famous southern artist Zhang Daqian (Chang Ta-ch'ien). Together, they became known as ""P'u of the North and Chang of the South.""
Puru fled to Taiwan after the Chinese Communist Party came to power, and was appointed by Chiang Kai-shek as a Manchu representative at the Constitutional National Assembly. In Taiwan, he made a living selling paintings and calligraphy, teaching as a professor of fine arts at the National Taiwan Normal University, and eventually dying in Taipei.",https://en.wikipedia.org/wiki/Puru_(artist)
3050,Qi_Baishi,Qi Baishi,"Qi Baishi (1 January 1864 – 16 September 1957) was a Chinese painter, noted for the whimsical, often playful style of his works. Born to a peasant family from Xiangtan, Hunan, Qi taught himself to paint, sparked by the Manual of the Mustard Seed Garden. After he turned 40, he traveled, visiting various scenic spots in China. After 1917 he settled in Beijing. Qi was the master of Hu Jieqing, the wife of Lao She.
The subjects of his paintings include almost everything, commonly animals, scenery, figures, toys, vegetables, and so on. He theorized that ""paintings must be something between likeness and unlikeness, much like today's vulgarians, but not like to cheat popular people"". In his later years, many of his works depict mice, shrimp or birds. He was also good at seal carving and called himself ""the rich man of three hundred stone seals"" (三百石印富翁). In 1953, he was elected president of the China Artists Association (中國美術家協會). He died in Beijing in 1957.",https://en.wikipedia.org/wiki/Qi_Baishi
3051,Qian_Du,Qian Du,"Qian Du (Wade–Giles: Ch'ien Tu, traditional: 錢杜, simplified: 钱杜; pinyin: Qián Dù); c. 1764–1844 was a Chinese landscape painter during the Qing Dynasty (1644–1912).
Qian was born in the Zhejiang province. His style name was 'Shumei' and his sobriquets were 'Songhu, Songhu Xiaoyin and Hegong'. Qian painted landscapes in a style influenced by Wang Meng. He also painted human figures and flowers.",https://en.wikipedia.org/wiki/Qian_Du
3052,Qian_Gu,Qian Gu,"Qian Gu (Ch'ien Ku, traditional Chinese: 錢穀; simplified Chinese: 钱谷; pinyin: Qián Gǔ; ca. (1508-unknown) was a Chinese landscape painter during the Ming dynasty (1368–1644). His date of death is unknown, but is traditionally given as around 1578.
Qian was born in Changzhou in the Jiangsu province. His style name was 'Shubao' and his sobriquet was 'Qingshi'. Qian's painting used a soft but firm style. Qian often used subjects found in his observations around the south of the Yangzi River.
Qian was a client of the literatus Wang Shizhen (1526–90), and frequently spent time at Wang's home in Taicang in his later years. In 1572 Qian painted an album of scenes along the Grand Canal while accompanying Wang Shizhen on a journey to the capital at Beijing.",https://en.wikipedia.org/wiki/Qian_Gu
3053,Qian_Xuan,Qian Xuan,"Qian Xuan (simplified Chinese: 钱选; traditional Chinese: 錢選; pinyin: Qián Xuǎn; Wade–Giles: Ch'ien Hsüan; 1235–1305), courtesy name Shun Ju (舜举), pseudonyms Yu Tan (玉潭, ""Jade Pool""), Xi Lanweng (习嬾翁), and Zha Chuanweng (霅川翁), was a Chinese painter from Huzhou (湖州), the present day Wuxing District in Zhejiang. He lived during the late Song dynasty and early Yuan dynasty.",https://en.wikipedia.org/wiki/Qian_Xuan
3054,Qiu_Ying,Qiu Ying,Qiu Ying (Chinese: 仇英; pinyin: Qiú Yīng; Wade–Giles: Ch'iu Ying; 1494 – 1552) was a Chinese painter of the Ming dynasty who specialised in the gongbi brush technique.,https://en.wikipedia.org/wiki/Qiu_Ying
